Title: List of Funded Startups in San Francisco (2026)
San Francisco remains the epicenter of innovation and these freshly funded San Francisco startups are defining what’s next. 

From [AI](https://fundraiseinsider.com/blog/ai-startups/)and Web3 to [biotech](https://fundraiseinsider.com/blog/biotech-startups/), [SaaS](https://fundraiseinsider.com/blog/recently-funded-saas-startups/), and enterprise automation, San Francisco’s startups continue to attract some of the largest funding rounds in the world. These companies are scaling fast, hiring top talent, expanding into new markets, and actively looking for partners, platforms, and services to fuel their next phase of growth. 

At Fundraise Insider, we track every newly funded startup in San Francisco and deliver verified contact details for founders, C-suite executives, and decision makers so you can reach out before your competitors even know they raised. 

Below is a sample of recently funded startups based in San Francisco. 

Just after raising venture capital, startups in San Francisco will hire new employees, sign-on new agencies (marketing, software development, recruitment, legal, accounting, etc) and buy new SaaS software to help them grow their business. 

If you’re looking to sign-on new clients this year, pitch to these San Francisco startups right after they raise funding via the [B2B sales leads list](https://fundraiseinsider.com/)– **Fundraise Insider **, trusted by the likes of Google, Oracle, Brex, Plaid, Gartner, etc. 

> Pay Once, Get Lifetime Weekly Leads | Fundraise Insider

## Newly Funded San Francisco Startups

****Click here to download 10 leads from newly funded startups. ****

**Leads list includes: ***First Name, Last Name, Title, Company, Email, Linkedin Url, # Employees, Industry, Website, Company Linkedin Url, Facebook Url, Twitter Url, Company Phone, Technologies, Annual Revenue, Short Description, Founded Year, Top 5 Investors, Funding Amount, Headquarters, Funding Type, Funding Date. *

| Company | Industry | Website | Headquarters | Funding Type | 
The data strongly supports relocating to SF if you’re raising institutional capital, especially for AI, enterprise SaaS, or deep tech. In 2025, **San Francisco startups **raised **245% more capital **year-over-year, and prominent accelerators like Y Combinator now strongly encourage in-person participation. Benefits of relocating include: access to the world’s top VCs (most prefer local investments), unmatched talent pools (especially AI/ML engineers), customer concentration (many enterprise buyers are local), and serendipitous networking opportunities. However, consider the tradeoffs: SF has the highest startup operating costs ($15K-25K/month burn rate vs. $8K-12K remotely), intense competition for talent (AI engineers command $300K+ salaries), and requires 18-24 month runway minimums. Remote-first works for bootstrapped or capital-efficient businesses, but venture-scale companies increasingly need SF presence. 

### What neighborhoods should startups office in San Francisco?

The best SF neighborhoods for startups depend on your stage and industry: **SoMa (South of Market) **remains the traditional tech hub with the highest startup density, hosting companies from seed to unicorn stage with average office costs of $75-90/sq ft. **Mission District **attracts creative and consumer-focused startups with a younger vibe and slightly lower costs ($60-75/sq ft). **Financial District **suits fintech and enterprise companies wanting proximity to corporate customers ($70-85/sq ft). **Dogpatch **is emerging for hardware and biotech startups needing lab/manufacturing space ($55-70/sq ft). Many early-stage startups now use co-working spaces like WeWork, Spaces, or industry-specific hubs. Post-Series A, most companies lease dedicated offices in SoMa near Moscone Center, optimizing for talent recruitment and VC accessibility. 

## How to Use This San Francisco Startup Data

Whether you’re selling to **San Francisco startups **or recruiting from Silicon Valley companies, timing matters. Recently funded San Francisco startups have fresh budgets and immediate hiring needs. This database is updated weekly and designed for multiple use cases: 

## Related Startup Ecosystems

Exploring startup ecosystems beyond San Francisco? Our **San Francisco startups **database is updated weekly, but we also cover: 

## Industry-Specific Startup Lists

Looking for startups in specific sectors? Explore our industry-focused databases:

---

Title: Built In San Francisco: San Francisco Bay Area Tech & Startups
![Region Image](https://static.builtin.com/dist/images/siteImages/site-8.jpg)Better Matches . Better Jobs . Happier You . 

# San Francisco Tech Jobs
 
 Personalized For You.

Job Title or Keyword 

## Explore San Francisco Startups + Tech Companies

[See All](/companies)**

## PwC

Artificial Intelligence • Professional Services • Business Intelligence • Consulting • Cybersecurity • Generative AI **74 Offices **370000 Employees [View
 Jobs](/company/pwc/jobs)[View
 Profile](/company/pwc)**

## Mochi Health

Healthtech • Telehealth **2 Offices **70 Employees [View
 Jobs](/company/mochi-health/jobs)[View
 Profile](/company/mochi-health)**

## Doximity

Healthtech • Information Technology • Mobile • Productivity • Software • Analytics • Telehealth **Fully Remote **740 Employees [View
 Jobs](/company/doximity/jobs)[View
 Profile](/company/doximity)**

## Wells Fargo

Fintech • Financial Services **12 Offices **205000 Employees [View
 Jobs](/company/wells-fargo/jobs)[View
 Profile](/company/wells-fargo)**

## Vercel

Artificial Intelligence • Cloud • Software **5 Offices [View
 Jobs](/company/vercel/jobs)[View
 Profile](/company/vercel)

## MongoDB

Big Data • Cloud • Software • Database **14 Offices **5550 Employees [View
 Jobs](/company/mongodb/jobs)[View
 Profile](/company/mongodb)

## Collectly

Artificial Intelligence • Healthtech • Information Technology • Software • Conversational AI • Generative AI • Automation **2 Offices **100 Employees [View
 Jobs](/company/collectly/jobs)[View
 Profile](/company/collectly)

## Smartly

AdTech • Artificial Intelligence • Digital Media • Marketing Tech • Social Media • Software • Generative AI **10 Offices **805 Employees [View
 Jobs](/company/smartlyio/jobs)[View
 Profile](/company/smartlyio)

## SoFi

Fintech • Mobile • Software • Financial Services **7 Offices **4500 Employees [View
 Jobs](/company/sofi/jobs)[View
 Profile](/company/sofi)

## Discover Local Tech Stories

[See All](/articles)![Olivia McClure](https://cdn.builtin.com/cdn-cgi/image/f=auto,fit=crop,w=24,h=24/sites/www.builtin.com/files/2022-07/1654204973970.jpg)Olivia McClure [55 Silicon Valley Companies to Watch This Year](https://www.builtinsf.com/articles/silicon-valley-tech-companies)These Silicon Valley tech companies are the innovators worth watching. ![Ashley Bowden](https://cdn.builtin.com/cdn-cgi/image/f=auto,fit=crop,w=24,h=24/sites/www.builtin.com/files/2022-08/2022_04_BuiltIn_AshleyBowden2.jpg)Ashley Bowden [Hightouch Raises $150M Series D to Power Agentic Enterprise Marketing](https://www.builtinsf.com/articles/hightouch-raises-150m-series-d-20260430)The raise, co-led by Goldman Sachs Alternatives and Bain Capital Ventures, brings the company’s valuation to $2.75 billion. ![Taylor Rose ](https://cdn.builtin.com/cdn-cgi/image/f=auto,fit=crop,w=24,h=24/sites/www.builtin.com/files/2025-05/Screenshot%202025-03-18%20at%202.26.32%E2%80%AFPM_0.png)Taylor Rose [What Career Growth Looks Like at Datadog: Mentorship, Clear Promotion Paths and Internal Mobility](https://www.builtinsf.com/articles/what-career-growth-looks-datadog-mentorship-clear-promotion-paths-and-internal-mobility)Employees from Datadog’s sales and engineering teams explain how mentorship, clear promotion frameworks, internal mobility and a culture of continuous learning support career growth. ![Mia Goulart](https://cdn.builtin.com/cdn-cgi/image/f=auto,fit=crop,w=24,h=24/sites/www.builtin.com/files/2024-01/1688298762747.JPEG)Mia Goulart [14 Companies Hiring Marketing Roles in San Francisco](https://www.builtinsf.com/articles/companies-hiring-marketing-roles-san-francisco)![Olivia McClure](https://cdn.builtin.com/cdn-cgi/image/f=auto,fit=crop,w=24,h=24/sites/www.builtin.com/files/2022-07/1654204973970.jpg)Olivia McClure [21 Big Data Companies in Silicon Valley to Know](https://www.builtinsf.com/articles/big-data-silicon-valley)![Taylor Rose ](https://cdn.builtin.com/cdn-cgi/image/f=auto,fit=crop,w=24,h=24/sites/www.builtin.com/files/2025-05/Screenshot%202025-03-18%20at%202.26.32%E2%80%AFPM_0.png)Taylor Rose [33 Companies Hiring Software Engineers in San Francisco](https://www.builtinsf.com/articles/companies-hiring-software-engineers-san-francisco)![Brooke Becher](https://cdn.builtin.com/cdn-cgi/image/f=auto,fit=crop,w=24,h=24/sites/www.builtin.com/files/2022-09/BecherBrooke_SquareHeadshot_AuthorArchive%20%281%29.jpeg)Brooke Becher [10 Companies Hiring Developers in San Francisco](https://www.builtinsf.com/articles/companies-hiring-developers-san-francisco)![Built In Staff, With AI](https://cdn.builtin.com/cdn-cgi/image/f=auto,fit=crop,w=24,h=24/sites/www.builtin.com/files/2023-04/Screen%20Shot%202023-03-08%20at%201.12.09%20PM-1.png)Built In Staff, With AI [10 Companies Hiring AI Engineers in San Francisco](https://www.builtinsf.com/articles/companies-hiring-ai-engineers-san-francisco)![Olivia McClure](https://cdn.builtin.com/cdn-cgi/image/f=auto,fit=crop,w=24,h=24/sites/www.builtin.com/files/2022-07/1654204973970.jpg)Olivia McClure [25 Public Tech Companies in San Francisco You Should Know](https://www.builtinsf.com/articles/public-tech-companies-san-francisco)![Sam Daley](https://cdn.builtin.com/cdn-cgi/image/f=auto,fit=crop,w=24,h=24/sites/www.builtin.com/files/2022-09/sam%20daley.jpg)Sam Daley [43 Top San Francisco Bay Area AI Companies to Know](https://www.builtinsf.com/articles/ai-companies-san-francisco-bay-area)![Sunny Betz](https://cdn.builtin.com/cdn-cgi/image/f=auto,fit=crop,w=24,h=24/sites/www.builtin.com/files/2022-09/sunny%20%281%29.jpeg)Sunny Betz [23 Top Silicon Valley AI Companies to Know](https://www.builtinsf.com/articles/silicon-valley-ai-companies)![Built In Staff, With AI](https://cdn.builtin.com/cdn-cgi/image/f=auto,fit=crop,w=24,h=24/sites/www.builtin.com/files/2023-04/Screen%20Shot%202023-03-08%20at%201.12.09%20PM-1.png)Built In Staff, With AI [Santa Clara’s nEye.ai Secures $80M Series C](https://www.builtinsf.com/articles/neyeai-secures-80m-series-c-20260417)![Ashley Bowden](https://cdn.builtin.com/cdn-cgi/image/f=auto,fit=crop,w=24,h=24/sites/www.builtin.com/files/2022-08/2022_04_BuiltIn_AshleyBowden2.jpg)Ashley Bowden [Software Platform Mintlify Raises $45M in Series B Funding](https://www.builtinsf.com/articles/mintlify-raises-45m-series-b-20260417)![Rose Velazquez](https://cdn.builtin.com/cdn-cgi/image/f=auto,fit=crop,w=24,h=24/sites/www.builtin.com/files/2022-09/rose%20%281%29.jpeg)Rose Velazquez [Urban Mobility Company Glydways Secures $170M Series C](https://www.builtinsf.com/articles/glydways-secures-170m-series-c-20260417)![Ashley Bowden](https://cdn.builtin.com/cdn-cgi/image/f=auto,fit=crop,w=24,h=24/sites/www.builtin.com/files/2022-08/2022_04_BuiltIn_AshleyBowden2.jpg)Ashley Bowden [Medical Device Company Calyxo Secures $40M Series F Round](https://www.builtinsf.com/articles/calyxo-rasies-40m-series-f-20260416)[For Employers
 Go where the talent is.
 Partner with Built In and reach hard-to-hire professionals you won't find elsewhere.](https://employers.builtin.com/membership/?utm_medium=bireferral&utm_source=cta&utm_campaign=na&utm_content=na)[Hire Now](https://employers.builtin.com/membership/?utm_medium=bireferral&utm_source=cta&utm_campaign=na&utm_content=na)

## Work your passion. Live your purpose.

Explore all tech jobs, companies + more across the nation [See All San Francisco Tech Jobs](/jobs)[See All Remote Tech Jobs in San Francisco](/jobs/remote)

### Browse Jobs

Find the job you really want on Built In. [Best Places to Work in San Francisco](https://builtin.com/awards/san-francisco/current/best-places-to-work)[Accounting Jobs in San Francisco](https://www.builtinsf.com/jobs/finance/search/accounting)[AI Jobs in San Francisco](https://www.builtinsf.com/jobs/artificial-intelligence)[Backend Engineer Jobs in San Francisco](https://www.builtinsf.com/jobs/dev-engineering/search/backend-engineer)[Biotech Jobs in San Francisco](https://www.builtinsf.com/jobs/biotech)[Business Analyst Jobs in San Francisco](https://www.builtinsf.com/jobs/data-analytics/search/business-analyst)[Cyber Security Jobs in San Francisco](https://www.builtinsf.com/jobs/cybersecurity-it/security)[Data Analyst Jobs in San Francisco](https://www.builtinsf.com/jobs/data-analytics/search/data-analyst)[Data Engineer Jobs in San Francisco](https://www.builtinsf.com/jobs/data-analytics/data-engineering)[Data Science Jobs in San Francisco](https://www.builtinsf.com/jobs/data-analytics/data-science)[Design & UX Jobs in San Francisco](https://www.builtinsf.com/jobs/design-ux)[DevOps Jobs in San Francisco](https://www.builtinsf.com/jobs/dev-engineering/devops)[Edtech Jobs in San Francisco](https://www.builtinsf.com/jobs/edtech)[Electrical Engineering Jobs in San Francisco](https://www.builtinsf.com/jobs/dev-engineering/search/electrical-engineer)[Engineering Manager Jobs in San Francisco](https://www.builtinsf.com/jobs/dev-engineering/management)[Entry Level Jobs in San Francisco](https://www.builtinsf.com/jobs/entry-level)[Finance Jobs in San Francisco](https://www.builtinsf.com/jobs/finance)[Fintech Jobs in San Francisco](https://www.builtinsf.com/jobs/fintech)[Front End Developer Jobs in San Francisco](https://www.builtinsf.com/jobs/dev-engineering/front-end)[Full Stack Developer Jobs in San Francisco](https://www.builtinsf.com/jobs/dev-engineering/search/full-stack-engineer)[Graphic Design Jobs in San Francisco](https://www.builtinsf.com/jobs/search/graphic-designer)[Health Tech Jobs in San Francisco](https://www.builtinsf.com/jobs/healthtech)[HR Jobs in San Francisco](https://www.builtinsf.com/jobs/hr)[Hybrid Jobs in San Francisco](https://www.builtinsf.com/jobs/hybrid)[IT Jobs in San Francisco](https://www.builtinsf.com/jobs/cybersecurity-it/it)[Machine Learning Jobs in San Francisco](https://www.builtinsf.com/jobs/data-analytics/machine-learning)[Marketing Jobs in San Francisco](https://www.builtinsf.com/jobs/marketing)[Mechanical Engineering Jobs in San Francisco](https://www.builtinsf.com/jobs/dev-engineering/search/mechanical-engineer)[Product Manager Jobs in San Francisco](https://www.builtinsf.com/jobs/product)[Project Manager Jobs in San Francisco](https://www.builtinsf.com/jobs/project-management)[QA Jobs in San Francisco](https://www.builtinsf.com/jobs/dev-engineering/qa)[Sales Jobs in San Francisco](https://www.builtinsf.com/jobs/sales)[Senior Software Engineer Jobs in San Francisco](https://www.builtinsf.com/jobs/dev-engineering/senior)[Software Engineer Jobs in San Francisco](https://www.builtinsf.com/jobs/dev-engineering)[Systems Engineer Jobs in San Francisco](https://www.builtinsf.com/jobs/dev-engineering/search/systems-engineer)
